"Comune";"Provincia";"Regione";"Nome";"Anno inserimento";"Data e ora inserimento";"Identificatore in OpenStreetMap";"Longitudine";"Latitudine";
"Matera";"MATERA";"Basilicata";"";"2014";"2014-01-29T21:06:25Z";"2513490599";"16.6035095";"40.6659043";
"Matera";"MATERA";"Basilicata";"DI SIMINE ROSANNA MARIA CARMELA";"2015";"2015-10-01T14:30:09Z";"3767407677";"16.5844232";"40.6727317";
"Matera";"MATERA";"Basilicata";"Staffieri";"2014";"2014-07-27T14:58:09Z";"2669006184";"16.6063478999999";"40.6664521";
"Tricarico";"MATERA";"Basilicata";"";"2016";"2016-01-19T18:50:41Z";"3955643558";"16.1496303999999";"40.618561";
"Tricarico";"MATERA";"Basilicata";"";"2016";"2016-01-19T18:51:13Z";"3955643662";"16.1413319999999";"40.6180434999999";
"Bisignano";"COSENZA";"Calabria";"";"2015";"2015-09-08T06:55:46Z";"3734052370";"16.2728669";"39.5012347999999";
"Bisignano";"COSENZA";"Calabria";"";"2015";"2015-09-12T15:11:29Z";"3740284896";"16.2866241";"39.514688";
"Bisignano";"COSENZA";"Calabria";"";"2015";"2015-09-12T15:17:57Z";"3740284907";"16.285592";"39.5125707999999";
"San Demetrio Corone";"COSENZA";"Calabria";"";"2015";"2015-12-19T00:07:52Z";"3899097123";"16.3622765";"39.5682411";
"Melicucca'";"REGGIO CALABRIA";"Calabria";"";"2014";"2014-12-14T16:08:40Z";"3234533700";"15.8814951";"38.3054174";
"Melicucca'";"REGGIO CALABRIA";"Calabria";"";"2014";"2014-12-14T17:09:09Z";"3234618230";"15.8808889";"38.3037779";
"Castellammare del Golfo";"TRAPANI";"Sicilia";"";"2016";"2016-01-16T14:06:36Z";"3949990709";"12.8816285";"38.0264669";
"Marsala";"TRAPANI";"Sicilia";"";"2015";"2015-10-19T16:04:48Z";"3792862113";"12.4947368";"37.8735511";
"Bagheria";"PALERMO";"Sicilia";"";"2012";"2012-08-20T10:32:18Z";"1872513879";"13.5021840999999";"38.0784858999999";
"Bagheria";"PALERMO";"Sicilia";"Aiello";"2012";"2012-08-21T14:25:03Z";"1876115936";"13.5065919";"38.0821948999999";
"Bagheria";"PALERMO";"Sicilia";"Tabaccheria del corso, edicola";"2012";"2012-08-22T13:14:07Z";"1877619449";"13.5071315999999";"38.0791605";
"Bagheria";"PALERMO";"Sicilia";"Tabaccheria Rotino";"2015";"2015-06-28T08:00:41Z";"3622954652";"13.5071286";"38.0775664";
"Bagheria";"PALERMO";"Sicilia";"Tabacchi Cannizzaro";"2015";"2015-06-20T19:09:26Z";"1875842783";"13.5052416";"38.0881903";
"Balestrate";"PALERMO";"Sicilia";"";"2015";"2015-09-12T12:31:50Z";"3740155629";"13.001529";"38.0497179999999";
"Alcara Li Fusi";"MESSINA";"Sicilia";"";"2016";"2016-02-14T11:34:21Z";"4005506170";"14.7017901";"38.0222247";
"Barcellona Pozzo di Gotto";"MESSINA";"Sicilia";"Chillemi";"2015";"2015-12-28T16:38:16Z";"3914892214";"15.2133983";"38.1463510999999";
"Caronia";"MESSINA";"Sicilia";"";"2016";"2016-02-15T14:03:44Z";"4007459743";"14.4404945999999";"38.0248873";
"Cesaro'";"MESSINA";"Sicilia";"";"2015";"2015-08-22T14:08:41Z";"3709284154";"14.7145933";"37.8436152";
"Falcone";"MESSINA";"Sicilia";"";"2013";"2013-09-20T20:37:30Z";"2465882856";"15.0809829";"38.1171447999999";
"Floresta";"MESSINA";"Sicilia";"";"2016";"2016-02-16T10:34:51Z";"4009162975";"14.9092859";"37.98695";
"Leni";"MESSINA";"Sicilia";"";"2016";"2016-01-25T10:09:45Z";"3965591947";"14.8256955";"38.5549303";
"Librizzi";"MESSINA";"Sicilia";"";"2016";"2016-01-25T10:49:39Z";"3965708188";"14.9584423999999";"38.0969002";
"Lipari";"MESSINA";"Sicilia";"Rivendita Tabacchi N22";"2014";"2014-11-29T15:25:09Z";"3055588833";"14.9585148";"38.4150629";
"Messina";"MESSINA";"Sicilia";"";"2013";"2013-11-24T14:27:47Z";"2548277798";"15.5498461";"38.1786749999999";
"Messina";"MESSINA";"Sicilia";"";"2013";"2013-11-30T09:37:41Z";"2557683543";"15.5471474999999";"38.1757429999999";
"Messina";"MESSINA";"Sicilia";"";"2013";"2013-12-02T15:03:25Z";"2561401270";"15.5431336";"38.1713872999999";
"Messina";"MESSINA";"Sicilia";"";"2014";"2014-04-02T07:30:56Z";"2760150976";"15.4692121";"38.23429";
"Messina";"MESSINA";"Sicilia";"";"2014";"2014-04-02T07:30:56Z";"2760150995";"15.468346";"38.235737";
"Messina";"MESSINA";"Sicilia";"";"2014";"2014-04-06T10:55:31Z";"2772166320";"15.4872593";"38.0693861999999";
"Messina";"MESSINA";"Sicilia";"";"2014";"2014-04-06T17:21:47Z";"2773226718";"15.5338914";"38.1582324";
"Messina";"MESSINA";"Sicilia";"";"2014";"2014-04-13T13:17:54Z";"2524330006";"15.5502702999999";"38.1796474";
"Messina";"MESSINA";"Sicilia";"";"2014";"2014-04-15T16:45:44Z";"2793016579";"15.5270005999999";"38.1710209";
"Messina";"MESSINA";"Sicilia";"";"2014";"2014-05-20T11:18:17Z";"1657468572";"15.5393713";"38.1634508";
"Messina";"MESSINA";"Sicilia";"";"2014";"2014-10-08T11:29:52Z";"3118058345";"15.5528815";"38.184322";
"Messina";"MESSINA";"Sicilia";"";"2014";"2014-11-07T21:21:20Z";"3173285560";"15.5523621999999";"38.1858827";
"Messina";"MESSINA";"Sicilia";"";"2014";"2014-11-18T14:30:16Z";"3193787725";"15.559862";"38.1861443";
"Messina";"MESSINA";"Sicilia";"";"2014";"2014-12-27T06:01:47Z";"3254731928";"15.5579149";"38.1838991999999";
"Messina";"MESSINA";"Sicilia";"";"2015";"2015-05-10T16:08:39Z";"3508727031";"15.5500907";"38.2081822";
"Messina";"MESSINA";"Sicilia";"";"2015";"2015-06-21T07:04:07Z";"3608435336";"15.5541163";"38.1859264";
"Messina";"MESSINA";"Sicilia";"";"2015";"2015-10-23T18:33:20Z";"3799692174";"15.5491224999999";"38.182738";
"Messina";"MESSINA";"Sicilia";"";"2016";"2016-01-01T09:07:23Z";"3885922401";"15.5504763";"38.1857899";
"Messina";"MESSINA";"Sicilia";"Antica tabaccheria del Viale";"2013";"2013-11-23T14:12:23Z";"2546940256";"15.5580981";"38.1877879999999";
"Messina";"MESSINA";"Sicilia";"Tabacchi Bonfiglio";"2016";"2016-02-20T10:33:55Z";"2533548361";"15.5566423";"38.1859577999999";
"Messina";"MESSINA";"Sicilia";"Tabacchi Rapisardi";"2013";"2013-11-08T14:52:36Z";"2524330309";"15.5519662";"38.1815162999999";
"Messina";"MESSINA";"Sicilia";"Tabacchi Rizzo";"2016";"2016-02-20T10:33:55Z";"2532098298";"15.555721";"38.1864112";
"Messina";"MESSINA";"Sicilia";"Tabacchi Valori Bollati";"2014";"2014-10-27T09:41:48Z";"3146383022";"15.5521258";"38.182932";
"Milazzo";"MESSINA";"Sicilia";"";"2013";"2013-07-02T04:31:39Z";"2370167054";"15.2380377";"38.217775";
"Milazzo";"MESSINA";"Sicilia";"";"2013";"2013-12-30T14:17:00Z";"2601216094";"15.2671585";"38.186481";
"Milazzo";"MESSINA";"Sicilia";"";"2014";"2014-04-06T13:59:36Z";"2702807850";"15.2343854";"38.215462";
"Milazzo";"MESSINA";"Sicilia";"";"2014";"2014-04-12T15:27:50Z";"2785640639";"15.2452015";"38.2528405999999";
"Milazzo";"MESSINA";"Sicilia";"";"2014";"2014-04-17T13:18:19Z";"2796403206";"15.2427414999999";"38.2291731999999";
"Milazzo";"MESSINA";"Sicilia";"";"2014";"2014-04-22T16:26:50Z";"2809008444";"15.2406854";"38.2197498999999";
"Milazzo";"MESSINA";"Sicilia";"";"2014";"2014-09-19T12:34:27Z";"3086034970";"15.2593172";"38.1750747";
"Milazzo";"MESSINA";"Sicilia";"";"2014";"2014-11-22T11:04:38Z";"1589471479";"15.2411511";"38.2106239";
"Milazzo";"MESSINA";"Sicilia";"";"2015";"2015-07-08T13:46:29Z";"3640958094";"15.2430618";"38.226117";
"Milazzo";"MESSINA";"Sicilia";"";"2015";"2015-08-13T09:38:40Z";"3694944075";"15.2427990999999";"38.1936471";
"Milazzo";"MESSINA";"Sicilia";"";"2015";"2015-08-20T15:21:33Z";"1524395622";"15.2406088";"38.2170905999999";
"Milazzo";"MESSINA";"Sicilia";"Buemi";"2016";"2016-01-22T11:18:47Z";"3665913975";"15.2409783";"38.2203206";
"Milazzo";"MESSINA";"Sicilia";"Cagliari";"2014";"2014-04-01T13:58:58Z";"2177269902";"15.2406598";"38.2218404999999";
"Milazzo";"MESSINA";"Sicilia";"Di Paola";"2015";"2015-07-30T13:08:58Z";"1524395649";"15.2380815";"38.2231074";
"Milazzo";"MESSINA";"Sicilia";"Giovanni Lo Duca";"2016";"2016-01-08T09:30:44Z";"3933172184";"15.2418885999999";"38.2211611";
"Milazzo";"MESSINA";"Sicilia";"Giunta";"2014";"2014-12-01T13:40:03Z";"2767156723";"15.2427282";"38.2231894999999";
"Milazzo";"MESSINA";"Sicilia";"Romano";"2014";"2014-04-26T13:55:51Z";"2817995855";"15.2404618";"38.2244779999999";
"Mongiuffi Melia";"MESSINA";"Sicilia";"";"2016";"2016-01-26T11:53:48Z";"3968034067";"15.2752856";"37.9042761999999";
"Montalbano Elicona";"MESSINA";"Sicilia";"";"2014";"2014-10-28T15:32:00Z";"3154394473";"15.0355785";"38.0563003999999";
"Patti";"MESSINA";"Sicilia";"";"2015";"2015-09-02T09:30:53Z";"3725834313";"15.0457477999999";"38.1412055999999";
"San Filippo del Mela";"MESSINA";"Sicilia";"";"2014";"2014-11-26T10:47:25Z";"3205927476";"15.2648319";"38.1772275";
"San Filippo del Mela";"MESSINA";"Sicilia";"";"2014";"2014-12-02T15:47:17Z";"3215925987";"15.2734926";"38.1686389999999";
"San Pier Niceto";"MESSINA";"Sicilia";"";"2014";"2014-04-21T17:37:32Z";"2806844187";"15.3513541999999";"38.1584626";
"Santa Marina Salina";"MESSINA";"Sicilia";"";"2015";"2015-08-24T05:37:00Z";"3711397987";"14.8701033";"38.5390032";
"Santo Stefano di Camastra";"MESSINA";"Sicilia";"Cerniglia";"2016";"2016-01-08T15:51:56Z";"3934039054";"14.3492414";"38.0141769";
"Ucria";"MESSINA";"Sicilia";"";"2014";"2014-03-14T13:50:51Z";"2717188879";"14.880703";"38.0458116";
"Acquedolci";"MESSINA";"Sicilia";"";"2015";"2015-10-30T11:37:09Z";"3809836770";"14.5905282";"38.0574069999999";
"Agrigento";"AGRIGENTO";"Sicilia";"";"2015";"2015-09-09T01:09:30Z";"3732593126";"13.5975486";"37.2992685999999";
"Agrigento";"AGRIGENTO";"Sicilia";"La fumeria";"2014";"2014-04-13T13:17:58Z";"2671358302";"13.5874720999999";"37.3090564";
"Gela";"CALTANISSETTA";"Sicilia";"";"2015";"2015-01-01T18:23:08Z";"3263986604";"14.2512171";"37.0720783";
"Gela";"CALTANISSETTA";"Sicilia";"";"2015";"2015-11-21T15:21:21Z";"3848934297";"14.2358575";"37.0789258";
"Gela";"CALTANISSETTA";"Sicilia";"Tabaccaio";"2015";"2015-08-04T07:40:18Z";"3053038381";"14.2107571";"37.0783964";
"Gela";"CALTANISSETTA";"Sicilia";"Tabaccheria Pepi";"2016";"2016-01-02T09:15:33Z";"3272614041";"14.2287507";"37.0745320999999";
"Villarosa";"ENNA";"Sicilia";"Riv.1 di Arancio Angelo";"2016";"2016-02-12T16:06:02Z";"4002764819";"14.1733515";"37.5854381999999";
"Aci Sant'Antonio";"CATANIA";"Sicilia";"Tabacchi";"2013";"2013-11-16T12:01:26Z";"2534854614";"15.108834";"37.6058251999999";
"Aci Sant'Antonio";"CATANIA";"Sicilia";"Tabacchi";"2013";"2013-11-20T19:16:24Z";"2541985342";"15.1254384";"37.6062305";
"Bronte";"CATANIA";"Sicilia";"Tabacchi";"2011";"2011-06-15T12:37:10Z";"1324729144";"14.8392519";"37.7902971999999";
"Catania";"CATANIA";"Sicilia";"";"2013";"2013-04-14T12:35:03Z";"2058201438";"15.0855318";"37.5114317";
"Catania";"CATANIA";"Sicilia";"";"2013";"2013-11-06T18:22:43Z";"2522427847";"15.0929781";"37.5051889";
"Catania";"CATANIA";"Sicilia";"";"2013";"2013-11-08T19:17:27Z";"2524592219";"15.0882881";"37.5049421";
"Catania";"CATANIA";"Sicilia";"";"2014";"2014-01-11T12:09:54Z";"2618450298";"15.044077";"37.5097061999999";
"Catania";"CATANIA";"Sicilia";"";"2014";"2014-01-11T12:10:28Z";"582757884";"15.0467815";"37.5069368999999";
"Catania";"CATANIA";"Sicilia";"";"2014";"2014-01-12T18:02:58Z";"2384581493";"15.0578653";"37.5089857999999";
"Catania";"CATANIA";"Sicilia";"";"2014";"2014-06-27T11:00:07Z";"2192384678";"15.0827917";"37.5355677";
"Catania";"CATANIA";"Sicilia";"";"2014";"2014-07-01T10:26:15Z";"2941615207";"15.078321";"37.5180062";
"Catania";"CATANIA";"Sicilia";"Antica Tabaccheria";"2013";"2013-11-06T12:29:32Z";"2272383638";"15.0872543";"37.5149852999999";
"Catania";"CATANIA";"Sicilia";"La Tabaccheria";"2011";"2011-07-22T23:49:52Z";"1370595971";"15.0829685999999";"37.5210573999999";
"Catania";"CATANIA";"Sicilia";"La Tabaccheria";"2014";"2014-12-28T14:19:53Z";"3256623206";"15.0908516";"37.5106781";
"Catania";"CATANIA";"Sicilia";"La Tabaccheria 122";"2014";"2014-02-22T13:34:40Z";"1370990472";"15.0818131";"37.5257796";
"Catania";"CATANIA";"Sicilia";"Tabaccheria";"2015";"2015-12-29T12:19:05Z";"3914616871";"15.0778659";"37.5135037";
"Catania";"CATANIA";"Sicilia";"Tabaccheria al Borgo";"2014";"2014-12-30T12:11:50Z";"1027029429";"15.0840272";"37.5167580999999";
"Catania";"CATANIA";"Sicilia";"Tabaccheria D'Annunzio";"2015";"2015-12-29T12:19:05Z";"2247026097";"15.0918747999999";"37.5173819999999";
"Catania";"CATANIA";"Sicilia";"Tabaccheria La duecento";"2015";"2015-07-04T23:28:36Z";"1059103630";"15.0770313999999";"37.5154649999999";
"Catania";"CATANIA";"Sicilia";"Tabaccheria ricevitoria Amata";"2014";"2014-08-11T19:05:37Z";"3011003125";"15.1050274";"37.5163732999999";
"Catania";"CATANIA";"Sicilia";"Tabacchi";"2013";"2013-05-08T18:04:55Z";"1028643072";"15.0877281";"37.5168425";
"Catania";"CATANIA";"Sicilia";"Tabacchi";"2013";"2013-11-07T22:19:55Z";"2523705083";"15.0898992";"37.5031108";
"Catania";"CATANIA";"Sicilia";"Tabacchi";"2013";"2013-11-09T12:52:15Z";"2523704759";"15.0909765";"37.5040987";
"Catania";"CATANIA";"Sicilia";"Tabacchi";"2013";"2013-11-11T16:44:37Z";"2528173352";"15.0855902";"37.5048764";
"Catania";"CATANIA";"Sicilia";"Tabacchi";"2013";"2013-11-12T11:08:13Z";"2529076621";"15.0868087";"37.5064072999999";
"Catania";"CATANIA";"Sicilia";"Tabacchi";"2013";"2013-11-14T11:49:00Z";"2532024670";"15.0861248";"37.5066629";
"Catania";"CATANIA";"Sicilia";"Tabacchi";"2013";"2013-11-14T11:49:16Z";"2269214504";"15.0813764999999";"37.5047637999999";
"Catania";"CATANIA";"Sicilia";"Tabacchi";"2015";"2015-12-26T10:34:36Z";"3656904344";"15.0942873";"37.5212238";
"Catania";"CATANIA";"Sicilia";"Tabacchi";"2015";"2015-12-29T12:19:05Z";"1025558799";"15.0846914";"37.5165502999999";
"Catania";"CATANIA";"Sicilia";"Tabacchi";"2016";"2016-01-04T12:43:41Z";"3926967945";"15.0760253";"37.5131616999999";
"Catania";"CATANIA";"Sicilia";"Tabacchi";"2016";"2016-01-04T12:44:28Z";"1061675807";"15.0825732";"37.5150591";
"Catania";"CATANIA";"Sicilia";"Tabacchi n° 68";"2013";"2013-11-09T16:49:22Z";"2525455104";"15.0946833";"37.5052330999999";
"Catania";"CATANIA";"Sicilia";"Tabacchi Riv. 231";"2012";"2012-08-19T13:50:22Z";"1872771193";"15.0952414";"37.5231655999999";
"Catania";"CATANIA";"Sicilia";"The Smoking";"2014";"2014-12-30T12:11:50Z";"2949646745";"15.0880761";"37.5192892";
"Gravina di Catania";"CATANIA";"Sicilia";"";"2014";"2014-06-16T09:21:26Z";"2918369569";"15.0648639";"37.5450023";
"San Giovanni La Punta";"CATANIA";"Sicilia";"Tabacchino";"2015";"2015-04-13T13:31:13Z";"3454007400";"15.0864666";"37.5716753999999";
"Viagrande";"CATANIA";"Sicilia";"Non Solo Tabacchi";"2013";"2013-11-11T12:09:26Z";"2527855064";"15.0965047";"37.6099391999999";
"Zafferana Etnea";"CATANIA";"Sicilia";"Bazar Coco";"2013";"2013-11-11T12:10:06Z";"1848229557";"15.1060221";"37.6921003";
"Chiaramonte Gulfi";"RAGUSA";"Sicilia";"";"2014";"2014-10-28T23:05:58Z";"3155319058";"14.7030052";"37.0310495";
"Comiso";"RAGUSA";"Sicilia";"";"2010";"2010-12-09T19:30:27Z";"1029876050";"14.6053058";"36.9570827";
"Comiso";"RAGUSA";"Sicilia";"";"2010";"2010-12-11T11:45:21Z";"1033064822";"14.6031464999999";"36.9519767";
"Comiso";"RAGUSA";"Sicilia";"Tabacchino";"2010";"2010-12-11T11:45:21Z";"1033064827";"14.6061780999999";"36.9508377";
"Ragusa";"RAGUSA";"Sicilia";"Tabacchi";"2015";"2015-09-28T20:58:36Z";"3763085406";"14.5546332";"36.7837991999999";
"Santa Croce Camerina";"RAGUSA";"Sicilia";"Tabacchi & Non solo...fumo";"2015";"2015-08-24T11:12:33Z";"3711834331";"14.4934642";"36.7879866999999";
"Alghero";"SASSARI";"Sardegna";"";"2012";"2012-01-10T18:50:30Z";"1584430029";"8.3152127";"40.5566482999999";
"Porto Torres";"SASSARI";"Sardegna";"";"2012";"2012-01-09T11:51:49Z";"1583661930";"8.4018803";"40.8316627";
"Sassari";"SASSARI";"Sardegna";"";"2016";"2016-02-21T14:31:10Z";"4017961399";"8.5717421";"40.7258593";
"Sassari";"SASSARI";"Sardegna";"";"2016";"2016-02-21T14:41:59Z";"4017976822";"8.564518";"40.7248176";
"Sassari";"SASSARI";"Sardegna";"Veltero";"2012";"2012-01-09T15:21:29Z";"1583787873";"8.1484437";"40.7381609999999";
"Bolotana";"NUORO";"Sardegna";"";"2014";"2014-12-20T21:15:01Z";"3245062738";"8.9589693";"40.3278637";
"Cagliari";"CAGLIARI";"Sardegna";"";"2013";"2013-09-12T08:46:21Z";"2455188907";"9.1137011";"39.2183114999999";
"Nuraminis";"CAGLIARI";"Sardegna";"";"2014";"2014-11-19T10:31:09Z";"3195348677";"9.0118203";"39.443314";
"Villa San Pietro";"CAGLIARI";"Sardegna";"";"2012";"2012-08-12T18:07:10Z";"1863356796";"8.9962645";"39.0338739999999";
"Maniago";"PORDENONE";"Friuli-Venezia Giulia";"";"2015";"2015-12-11T12:55:46Z";"3427701352";"12.7052212";"46.1696360999999";
"Pordenone";"PORDENONE";"Friuli-Venezia Giulia";"Casa del Sigaro";"2011";"2011-04-02T23:20:52Z";"1229985722";"12.6530179999999";"45.9662672999999";
"Roveredo in Piano";"PORDENONE";"Friuli-Venezia Giulia";"";"2011";"2011-04-02T23:20:56Z";"1229262749";"12.6202968";"46.0092734999999";
"Sacile";"PORDENONE";"Friuli-Venezia Giulia";"";"2016";"2016-01-03T02:08:50Z";"3314475487";"12.49325";"45.9529599999999";
"Sacile";"PORDENONE";"Friuli-Venezia Giulia";"Tabaccheria Negro Luca";"2015";"2015-11-30T09:02:41Z";"3314465936";"12.5007";"45.95358";
"Carovilli";"ISERNIA";"Molise";"";"2013";"2013-11-30T14:59:17Z";"2558504053";"14.2893222";"41.7153393999999";
"Roccamandolfi";"ISERNIA";"Molise";"";"2015";"2015-07-03T09:56:13Z";"3632581932";"14.3518636";"41.4952492999999";
"Abbasanta";"ORISTANO";"Sardegna";"";"2015";"2015-02-14T11:32:50Z";"3349773353";"8.8190079";"40.1254373";
"Abbasanta";"ORISTANO";"Sardegna";"";"2015";"2015-02-14T11:32:50Z";"3349773390";"8.8230168";"40.1232262999999";
"Boroneddu";"ORISTANO";"Sardegna";"";"2014";"2014-12-14T16:17:23Z";"3234538979";"8.8697667";"40.1124562999999";
"Cuglieri";"ORISTANO";"Sardegna";"";"2013";"2013-05-15T19:07:25Z";"2305488662";"8.5674278";"40.1884856";
"Cuglieri";"ORISTANO";"Sardegna";"Il Tabacchino";"2013";"2013-05-15T19:07:24Z";"2305488584";"8.5693227";"40.1874858999999";
"Ghilarza";"ORISTANO";"Sardegna";"Tabaccheria Loi";"2015";"2015-02-14T11:32:58Z";"3334303903";"8.8375881";"40.1231376";
"Ghilarza";"ORISTANO";"Sardegna";"Tabaccheria Marco Agus";"2015";"2015-02-14T11:32:58Z";"3334303899";"8.8361912";"40.1209647";
"Marrubiu";"ORISTANO";"Sardegna";"";"2013";"2013-05-18T22:26:27Z";"2310429981";"8.641017";"39.7530423999999";
"Ollastra";"ORISTANO";"Sardegna";"";"2015";"2015-02-22T18:09:40Z";"3366534923";"8.7338799";"39.9512355";
"Oristano";"ORISTANO";"Sardegna";"";"2014";"2014-12-21T17:19:50Z";"3246487314";"8.5949358";"39.8972358999999";
"Oristano";"ORISTANO";"Sardegna";"";"2014";"2014-12-21T18:22:57Z";"3246622610";"8.5918892";"39.9004403";
"Oristano";"ORISTANO";"Sardegna";"";"2015";"2015-01-27T17:55:57Z";"3275215526";"8.5915409";"39.9041276999999";
"Oristano";"ORISTANO";"Sardegna";"Edicola tabacchi Sechi Milena";"2015";"2015-01-06T17:08:15Z";"3235660014";"8.60479879999999";"39.9430825999999";
"Oristano";"ORISTANO";"Sardegna";"Manai Tabacchi";"2015";"2015-01-27T17:55:56Z";"3275243838";"8.5917337";"39.9058945";
"Oristano";"ORISTANO";"Sardegna";"Tabaccheria Concu";"2015";"2015-02-01T18:30:16Z";"3275249770";"8.59437239999999";"39.9087814";
"Oristano";"ORISTANO";"Sardegna";"Tabaccheria Ginesu";"2015";"2015-01-29T17:46:46Z";"3275239640";"8.5943748";"39.9055429";
"Oristano";"ORISTANO";"Sardegna";"Tabacchi";"2015";"2015-02-02T18:57:41Z";"3327371417";"8.598879";"39.902745";
"Oristano";"ORISTANO";"Sardegna";"Tabacchi";"2015";"2015-02-02T18:57:50Z";"3275215305";"8.5982626";"39.8982756999999";
"Oristano";"ORISTANO";"Sardegna";"Tabacchi Casula";"2015";"2015-02-01T18:30:16Z";"3275251877";"8.590024";"39.9079044";
"Oristano";"ORISTANO";"Sardegna";"Tabacchi Fancello";"2015";"2015-02-01T18:30:17Z";"3275243857";"8.5990728";"39.9071880999999";
"Scano di Montiferro";"ORISTANO";"Sardegna";"";"2012";"2012-08-27T20:36:07Z";"1885923094";"8.58713539999999";"40.2157101";
"Simaxis";"ORISTANO";"Sardegna";"Tabacchino";"2015";"2015-02-09T18:56:07Z";"3233849112";"8.6918913";"39.9303203999999";
"Solarussa";"ORISTANO";"Sardegna";"Franzinu Maria Paola";"2015";"2015-01-05T09:55:48Z";"3233105115";"8.6710996";"39.9532130999999";
"Solarussa";"ORISTANO";"Sardegna";"Marcialis Paola tabacchi e articoli sportivi";"2014";"2014-12-13T13:42:35Z";"3233105118";"8.67471699999999";"39.9560984";
"Coggiola (BI)";"BIELLA";"Piemonte";"";"2014";"2014-07-31T14:06:31Z";"2966795724";"8.18413739999999";"45.6852501999999";
"Coggiola (BI)";"BIELLA";"Piemonte";"";"2014";"2014-07-31T14:06:31Z";"2966809382";"8.177574";"45.6880720999999";
"Pray (BI)";"BIELLA";"Piemonte";"";"2014";"2014-07-31T14:06:31Z";"2966782513";"8.21266";"45.6753014";
"Galbiate (LC)";"LECCO";"Lombardia";"";"2012";"2012-09-18T22:41:44Z";"1920935969";"9.3748754";"45.8175218";
"Osnago (LC)";"LECCO";"Lombardia";"Prince";"2014";"2014-07-14T06:36:43Z";"2962178209";"9.39643079999999";"45.6772454999999";
"Misano Adriatico (RN)";"RIMINI";"Emilia-Romagna";"";"2012";"2012-09-10T22:35:25Z";"1909236769";"12.6892931";"43.984709";
"Riccione (RN)";"RIMINI";"Emilia-Romagna";"Tabaccheria Profumeria Galassi";"2013";"2013-06-01T11:44:39Z";"597504892";"12.6339688";"44.001983";
"Prato (PO)";"PRATO";"Toscana";"Tabaccheria Machiavelli";"2014";"2014-07-27T15:59:29Z";"627831985";"11.1073933";"43.8811156";
"Prato (PO)";"PRATO";"Toscana";"Tabaccheria Sogni & Realtà";"2012";"2012-09-12T17:11:04Z";"1911791752";"11.0658515";"43.8735957999999";
"Vernio (PO)";"PRATO";"Toscana";"";"2014";"2014-08-12T15:09:27Z";"3012480504";"11.1613653";"44.0916580999999";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-07-11T07:17:55Z";"2380891833";"17.1220392";"39.0834808999999";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-10-21T15:41:09Z";"2504026771";"17.1244328999999";"39.0763092999999";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-11-05T08:57:29Z";"2520748289";"17.1344835999999";"39.0819116999999";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-12-16T11:07:07Z";"2582212902";"17.1236769";"39.0815878";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-12-16T11:25:23Z";"2582227414";"17.1255817";"39.0822883";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-12-16T11:54:10Z";"2511565819";"17.1221485";"39.0781718";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-12-16T11:55:05Z";"2582257302";"17.1203356";"39.079034";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-12-16T13:54:08Z";"2490867506";"17.1276633999999";"39.0810262999999";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-12-16T15:15:32Z";"2582435465";"17.1276666999999";"39.0728776999999";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-12-16T15:23:37Z";"2582449975";"17.1144113";"39.0848395";
"Crotone (KR)";"CROTONE";"Calabria";"";"2013";"2013-12-16T16:34:36Z";"2512559927";"17.1197222999999";"39.0769682999999";
"Crotone (KR)";"CROTONE";"Calabria";"";"2014";"2014-01-09T13:44:37Z";"2503976894";"17.1271711999999";"39.0782906";
"Crotone (KR)";"CROTONE";"Calabria";"";"2014";"2014-01-13T16:31:43Z";"2621243292";"17.1083685999999";"39.0787163999999";
"Crotone (KR)";"CROTONE";"Calabria";"";"2014";"2014-01-30T15:23:43Z";"2520754765";"17.1322401999999";"39.078042";
"Crotone (KR)";"CROTONE";"Calabria";"";"2014";"2014-03-31T10:45:55Z";"2504066595";"17.1242240999999";"39.0805821";
"Crotone (KR)";"CROTONE";"Calabria";"";"2014";"2014-04-05T10:57:39Z";"2490867507";"17.1286087";"39.0813156";
"Crotone (KR)";"CROTONE";"Calabria";"";"2014";"2014-07-24T13:35:23Z";"2977484249";"17.1124951";"39.0803018";
"Crotone (KR)";"CROTONE";"Calabria";"";"2014";"2014-08-20T09:56:35Z";"3029359764";"17.1508779";"39.0431776";
"Crotone (KR)";"CROTONE";"Calabria";"";"2014";"2014-11-26T19:08:34Z";"3206615609";"17.1138853";"39.0626500999999";
"Crotone (KR)";"CROTONE";"Calabria";"";"2015";"2015-03-16T11:49:06Z";"2503987652";"17.1305181";"39.0687185";
"Crotone (KR)";"CROTONE";"Calabria";"Cavallo";"2013";"2013-10-21T14:57:39Z";"2503979819";"17.1295517";"39.0740428";
